,0
0,128.74805950303863
1,37.31333851618316
2,36.866540913472676
3,37.66082874768104
4,36.62199314767514
5,34.30704823205924
6,31.69347642904036
7,30.655519621618673
8,31.593795574410922
9,33.34639077723666
10,34.06867703418234
11,32.65892545518105
12,30.221923600843237
13,28.875899114254246
14,29.441313773046378
15,31.138893235293587
16,32.26179538485054
17,31.37959394305754
18,29.025168319674684
19,27.286379427477993
20,27.393460332031875
21,28.902446723299967
22,30.291964010663044
23,29.936295288236916
24,27.792518399846752
25,25.746551346884186
26,25.38702687340829
27,26.627426202596506
28,28.164553072756583
29,28.302877486225128
30,26.482434129158065
31,24.235659968452822
32,23.420892510266896
33,24.333218351293983
34,25.90688460326134
35,26.474860208322028
36,25.060305080939425
37,22.73150462916716
38,21.491034475540175
39,22.032996176209917
40,23.54591197037547
41,24.458180252877266
42,23.49624718174376
43,21.20832092274402
44,19.590288883581408
45,19.733803842054975
46,21.104964669593162
47,22.2665545154284
48,21.767385368424822
49,19.637574796729236
50,17.708898219659442
51,17.43793779319951
52,18.601990402436375
53,19.918238942859038
54,19.85929083300563
55,17.989369106690813
56,15.83455165468558
57,15.144585033905766
58,16.049005823639888
59,17.432629305448298
60,17.76615756452754
61,16.23435002298807
62,13.952045729755458
63,12.851308382487405
64,13.452630448359074
65,14.827304256282183
66,15.489676248909031
67,14.345820713304796
68,12.042880512688388
69,10.555007839104716
70,10.815450575181455
71,12.1159612822355
72,13.036857066719973
73,12.301619234492204
74,10.085166400590497
75,8.2520941580934
76,8.137865585969024
77,9.307480595210059
78,10.41727960455074
79,10.085303746710967
80,8.054130086558661
81,5.937812012794415
82,5.419994060918068
83,6.406138315184598
84,7.640350822048114
85,7.686325705344408
86,5.923290256952915
87,3.604914403401437
88,2.6631674856810053
89,3.4128175671692804
90,4.713111870588072
91,5.099122568676584
92,3.6661001387085275
93,1.2421331264072903
94,-0.12944402810535305
95,0.3269347736901529
96,1.6389803876162576
97,2.3213472984012613
98,1.2576339374724657
99,-1.1669953216703077
100,0.508487585828987
101,0.9315454398547633
102,2.4846653575157918
103,3.783575986687212
104,3.371507866606852
105,0.941026990018639
106,-1.6675410019422914
107,-2.357040702976418
108,-1.212199454920171
109,0.15217568313204227
110,-0.07256200894918552
111,-2.6872773122839995
112,-6.065140590527661
113,-7.5156462869959615
114,-6.578043769081006
115,-4.970224511888229
116,-4.816086163057242
117,-7.385666657632507
118,-11.441425018611596
119,-13.806522812924833
120,-16.472450829659998
121,-14.996149661993012
122,-14.708614494541369
123,-17.194808929629204
124,-21.528981560420817
125,-24.373462045363077
126,-23.898123074505705
127,-21.732626408425894
128,-20.551142689294583
129,-22.197516633242714
130,-26.34034523564283
131,-29.825488513584297
132,-29.979590213972543
133,-27.815898324589625
134,-26.13574238693083
135,-27.120985931465356
136,-31.042074957618812
137,-35.175586436265306
138,-36.16750611185427
139,-34.19631618123961
140,-32.093037503303556
141,-32.3975365414959
142,-35.93777669546344
143,-40.57607187546052
144,-42.521266799582705
145,-40.93515397438867
146,-38.489104025042025
147,-38.096010299238735
148,-41.10792756090488
149,-46.058282761653935
150,-49.01280915054538
151,-48.03116174028397
152,-45.35841017895139
153,-44.266202912509115
154,-46.624418801615874
155,-51.66701147237371
156,-55.613793143853286
157,-55.466832065446994
158,-52.73142913187374
159,-50.9601800260673
160,-52.561561262835895
161,-57.46743700634825
162,-62.30955587432854
163,-63.211597794142754
164,-60.632050860341785
165,-58.23367448621596
166,-58.99663377955668
167,-63.54262811291219
168,-69.10820377602516
169,-71.2263283355153
170,-69.07318717270704
171,-66.14504041791511
172,-66.01092703626713
173,-69.98985785998998
174,-76.0469800050444
175,-79.47184410882731
176,-78.05332900398271
177,-74.7527337592455
178,-73.69121583965187
179,-76.91755706216571
180,-83.19502794179529
181,-87.92066324776182
182,-87.55568907179826
183,-84.11167260358114
184,-82.1309478887447
185,-84.44391170758803
186,-90.65272912335426
187,-96.5699832940626
188,-97.55152738054345
189,-94.26914940481136
190,-91.43062162042573
191,-92.69739138677534
192,-98.54895139113532
193,-105.45343003050463
194,-108.00873781944901
195,-105.26143099097402
196,-101.69717973052396
197,-101.81889509379845
198,-107.03815454063788
199,-114.62812197211065
