,0,1,2,3,4,5,6,7,8,9
0,29.456889759664094,17.38171919210979,4.205963800411561,-21.940749238049406,25.232833298831313,15.287541671737138,-49.31361079620682,28.45234358433615,29.14910198433781,21.64582355361304
1,201.84430254691867,198.14695563069088,205.18456735811716,196.49067569484274,202.60793052133118,199.28864770662355,203.18714276975868,199.23945179100787,201.1537312555022,199.64385633837315
2,215.39494970706116,219.34299111322062,224.93722991335707,218.2175092486457,225.95337321716843,227.04174774416776,222.88623317451115,224.93261697896645,224.68626854033027,223.43237637368864
3,220.15161790202038,223.58514989278783,221.5282094594411,219.18105872514886,215.15613142584286,225.33795142351184,221.02270084438098,226.14233897000287,222.97723438815407,220.65410732034238
4,217.64516271597356,211.02237120723657,208.72025506417708,209.6367948321916,218.20384567644945,209.92290975418763,210.93441005626607,209.05165182421578,217.86051784054808,211.13924968523392
5,215.09849744668244,207.87124257006488,211.06703966299278,213.015249165438,208.84931101466537,209.64554591228378,215.7616327560566,209.65311491152124,214.85122552981906,216.93399480008472
6,215.8033909102725,216.23784656441174,217.25304731475237,215.32823433676361,211.46684903706569,210.53326191454263,219.71279245433533,214.39543831452426,218.50662471495312,211.4672875062357
7,218.66687453598263,215.00507001030815,221.4084508533056,215.76275333159163,211.50635855165993,212.86544202416238,219.86223751628242,217.34956591559768,220.66092231093717,217.03688045908072
8,221.7490673300961,216.64886374072088,215.74920815677262,214.2061183082679,226.39919607320422,218.42048886802633,226.57969668286043,216.26964043022556,228.35679769408466,214.6303484169292
9,225.48896169504846,213.35472264121432,216.73748639675733,226.9001780639917,213.36619560355024,213.69123136322185,226.1182692531037,219.33551797350117,225.17240975838126,219.13695255365468
10,219.85006730447972,218.88446296399064,221.1059381389919,213.70384181224628,213.83868028866797,219.23865317183692,211.09994346451708,221.16924326693402,218.87402836176153,216.13285755549617
11,213.96998130244174,217.1064139812653,211.48518729372256,212.5761639232679,206.61859956616124,217.72545991093995,217.1805241793842,211.23170831249882,215.39285916512833,211.96677443601484
12,218.97938425982792,212.2827653419024,212.51009040845364,208.96847700667416,209.3493974232995,213.1915216041002,215.95012184886758,214.73430983799742,218.66628411022222,218.44671037157664
13,222.84319357187218,215.15884388926227,221.92986561182636,211.32841205961833,222.80948023954738,221.9026229837329,213.63918015743656,221.47191940571219,217.93954873853895,213.87318591702882
14,227.0111160604949,225.49925172207182,225.9770393918779,216.76180975938885,215.5771409620866,218.99035979352573,224.75093201994227,218.40187411049902,217.75835596871383,222.59486559598304
15,216.01607420027798,227.66174678911625,222.5604883549972,220.36753905044856,215.61613815799618,225.93444389512405,214.44777611354817,214.0663786920362,221.9510157021428,221.04175587655922
16,220.16077772074763,219.7917488244519,217.46888302975864,216.7999002241785,212.31330932389187,217.69166702222262,216.4277901069693,215.3340256634377,219.40354619034153,222.22819932684007
17,211.9703978452926,210.37802308736957,219.60298303378988,208.37840502881735,213.0498160882005,218.23053173843007,212.51101520701144,207.47422041612174,209.2242011300994,207.49407079392552
18,212.65432632489276,218.00405171172278,215.0650666914365,210.8778162727817,213.59343492993497,216.99027152961582,212.02428329371136,207.7763331406879,209.34964448944555,210.30665723959754
19,221.05003368927223,222.32468543223547,214.02857569371622,211.18311899743142,216.62428486590468,221.15747285691492,213.59187786043026,215.92990990491418,212.4068778862468,221.83226575528283
20,219.74435484566652,226.98504032959863,216.51734029007352,217.22859473822962,225.51724638727404,217.59994574983753,224.86706963128196,224.05854065595906,223.68211731905072,215.66842939119917
21,226.80262273149262,225.66386879222625,223.34686296344398,221.67837998788852,226.71238353458173,219.36000087564358,217.3240275881417,220.30574940481333,227.63864021228633,217.38597528130694
22,225.8157077940448,218.23259532018912,221.6120605847358,212.68336752533168,223.64502231660612,216.73938704052625,214.0632790493797,212.59209261292398,223.27417684553532,215.22724831589483
23,220.03108989642524,209.1339924865653,217.0043359337851,212.00216474148587,218.66747235968225,213.9595115726886,219.83024822473547,208.53307790597697,211.58627133891162,220.4810354661083
24,213.2754500554256,212.46153099685787,210.77943643121583,207.6608423308366,210.24591653999508,213.90736617672633,213.6935181130941,206.23493719984592,212.47040554888562,212.43198268172497
25,221.10005627317287,214.88378153449685,220.7030874903707,217.07495255390177,212.50610557477543,214.73895311969252,210.90225850610526,215.71107767194493,215.6616228425456,218.54698603153557
26,215.6362490336852,213.70170730898508,218.3216625147558,224.36636268332063,220.35900007690037,226.62348813037775,217.46578800018136,216.37319701843472,214.84227780367144,225.97524353694078
27,219.51005842709625,221.48433031935713,225.83046436526712,220.64659024393956,228.47580926106372,229.97550243669136,217.38364237172712,224.1882801890451,226.89519529023403,224.37495290597815
28,215.19001505901392,223.22591335451543,226.98163048322303,221.8780020149667,217.4158397214448,227.29797118376862,219.97629088055248,227.61430057439458,220.7458686002529,214.51708492433107
29,209.87040711981138,213.69226131432734,215.23256604344704,222.26274840968725,209.8582442420875,221.11453282647022,210.2834115223416,220.03278451331394,222.32807817654393,209.7402550159321
30,216.9841029793533,208.47226854140723,210.81372518837566,220.85755620825307,219.49741864384836,208.89993623254728,207.51853652939454,216.75362517010257,218.8437597245761,215.1891991258837
31,211.9394293516205,220.95452390176823,214.14153958577862,219.2377938237678,220.12787145850206,218.6159244939612,211.4125417051083,209.63891407091486,216.25711866823715,221.81697106290846
32,221.0369453822613,225.9275002694675,225.9281019880441,222.23922538714388,216.3276371394573,226.44733315399796,212.69010717371077,215.84269728047371,214.62357445673376,219.3109376978766
33,218.24393451865146,219.91592836121453,222.3845064942837,230.367600996289,218.70054462768576,216.6824433189698,225.68392512458095,219.6501606468723,220.03380801296234,223.33961742228374
34,218.72836201018427,219.13530086365165,216.895784247412,228.66743607432377,216.17277658602825,225.66103434179126,219.70056514367468,222.53105139877374,216.24025100645216,216.86293119664214
35,217.30136930343144,214.79093555499944,220.32729048193227,219.48863377970747,215.35207045140086,224.6479515265688,216.0698487444487,224.2493760120686,220.38670324132508,223.45077811498663
36,208.76812816196352,217.70055882682098,208.41961722105899,211.296254563043,213.22943451453332,209.9360707291576,209.83143798637613,215.15641709575257,218.28170407082956,215.8045863419909
37,216.910904598776,215.42219752611817,218.33434215907414,208.2806369605589,216.9820010333844,215.18334429395082,216.6313227206574,217.25024902528824,221.7472963487151,209.6158208197712
38,218.77887925000232,219.06382687587993,215.30884250996905,213.46194028994424,212.78419353862628,222.34197532906293,225.43446048775127,224.00932963264196,217.57750985447404,215.40137942265716
39,222.96953136808114,228.2137084136504,220.45101513718032,223.16284773867108,222.27866767996576,221.17214092134654,223.89359590092695,226.21551137801237,223.58695846217645,218.89307165489456
40,222.020075705132,230.59402510657225,216.81608165804334,225.4902778378304,227.44104634485097,229.23135891842256,229.24308124075088,219.4738934684393,228.88335934857932,224.09242191507144
41,213.08946059804884,214.10482637039635,223.237760692503,224.96378218458182,216.48505467452165,219.446050860622,220.46163055373057,219.36798621009726,224.8456932058236,217.70255361597015
42,212.7191656460751,221.846731947762,211.97156130051596,220.47326563925927,222.6114354641694,221.01058841229639,214.91884620636938,219.47991764367188,221.34543802092367,222.69269014379935
43,213.8113035915448,218.34998892994147,220.22943892012447,220.10060941180632,211.64496319766607,212.67861783268347,213.23182592267253,221.21110626193249,216.170511718848,213.23088692229237
44,224.8833349954917,224.5447884177163,214.0778855487111,218.70756416842517,216.494710824013,224.20064647328405,219.21062508724407,217.14704448222844,213.5412655454207,214.8245043987981
45,219.09842880773687,221.62286885252811,226.51818518467826,218.14870003628118,220.83783352519953,220.2702526132083,223.62446539187198,222.8368121935493,216.2573415520406,219.3208356786488
46,221.50762820698083,223.72810790975402,230.58207556118302,230.38357903254348,226.7046573713878,229.96493816552407,217.735543210301,221.8689839942055,228.29260629149863,217.16379464963003
47,221.51189614723162,226.4641896102594,225.4225543439209,226.53051752783833,227.8293213664864,225.90221564677915,214.28646119673084,228.9563562955698,225.2769572412403,224.25834157147347
48,211.14680873569415,218.340672750463,216.18253333562046,214.6413282195725,213.443200918751,215.93513793850119,221.4632263597396,221.39166477221895,220.1552267004314,211.25700117717994
49,217.75400167636926,219.29236434019236,215.49085868170235,220.58183123520578,218.3975358321046,222.15763615943476,218.13276589204594,211.53503954374443,211.63877344460923,209.1843190469914
50,214.42179249010258,224.5147636249587,216.2934593362368,220.2822877092881,214.9586303753478,221.39470464174244,222.55142897023669,213.43543391611877,212.31291204007886,220.4113522029504
51,221.22334420778054,221.8808570630502,217.64236275390948,224.05338766785152,228.99448510769042,224.58750752658722,228.66542966000316,227.9173781838275,222.7122664526237,227.14393877063864
52,226.31421242349805,229.67030711751593,225.08209744425005,230.72629225678347,225.9586612383172,227.22857750219075,224.28634965365498,227.22117548698034,223.89639938118677,223.80218303620023
