,0,1,2,3,4,5,6,7,8,9
0,29.456889759664094,17.38171919210979,4.205963800411561,-21.940749238049406,25.232833298831313,15.287541671737138,-49.31361079620682,28.45234358433615,29.14910198433781,21.64582355361304
1,199.0381097461531,195.4430714349748,202.24636383869057,193.53223011592007,199.6399104627158,196.47880117519205,200.0052874927294,196.48183362731135,198.51358921545696,197.00588571416452
2,212.19716896151925,216.10824339496617,221.5458134612359,214.8460644421922,222.50767043290483,223.63783827357958,219.3757109719062,221.5900739571156,221.4285960797717,220.18266460535258
3,219.6416344698988,223.0690400214242,221.0120814823124,218.66329632152164,214.6526942351967,224.81426331571282,220.49549252423662,225.61877137293334,222.46795042854544,220.14950043512505
4,220.37311340561504,213.65339481558067,211.33550971250253,212.28608669028256,220.95764196544474,212.54745522147257,213.6139324688493,211.65828265472473,220.5687160256386,213.76126697898752
5,218.5119481923785,211.16014003200354,214.42167321700853,216.41670389483218,212.16775059909685,212.97075408657577,219.21749525897945,212.97492861591294,218.24560421159728,220.37055089210855
6,216.78795758679274,217.22562527648049,218.24690668673696,216.31430172899226,212.43291893701274,211.49360278948984,220.72102802628663,215.37422760897937,219.50232222658224,212.4290266798111
7,216.35852920470836,212.73722178901227,219.06696069831034,213.4826609995792,209.27430056102185,210.61892617460518,217.53657673688915,215.0542718289587,218.3335533040995,214.74713156416882
8,218.2420748873761,213.225607883863,212.34436526709098,210.82206474780847,222.80495639725268,214.96353591368927,222.98836407017998,212.85360183991787,224.74138076594843,211.24354463480046
9,223.9878360416214,211.93851544938417,215.29751923420838,225.385910427821,211.95122287734938,212.2722850832782,224.61337236913351,217.87657881472796,223.67605669440522,217.67931889148576
10,221.8078194366509,220.8383815133082,223.07974110224907,215.60417373890357,215.74320845338084,221.19608934614513,212.97291203135373,223.14303595509054,220.82077578584654,218.05841246116546
11,217.49085951960126,220.6889502794816,214.96483262403936,216.07772213600722,210.01678122641482,221.318899838542,220.76347914928112,214.7062093942351,218.93813878806685,215.4577303949509
12,220.90107173433483,214.1415214439865,214.37216638994246,210.7973051734237,211.18462808961633,215.0586420001613,217.84335171072627,216.6173733975232,220.5842586495097,220.36561903377728
13,221.3362182555975,213.70595588237353,220.42717321022016,209.9020070444031,221.2982997565408,220.4008717364622,212.19845775954806,219.97319047024516,216.46856398861757,212.43061018115066
14,223.4242422573175,221.93105542955502,222.40434055904018,213.33832541774825,212.17960284867152,215.5375398240193,221.1958605886063,214.95866960722793,214.32634761118578,219.0764819911764
15,213.77331921325964,225.28498962403458,220.24253985436988,218.06791488322233,213.37145539776375,223.57606013862608,212.2194594883485,211.84109279663323,219.63687970282842,218.7384071265474
16,221.192153372463,220.81985016730542,218.48581793396406,217.81533090565168,213.30654299294682,218.70969934582513,217.44130562749584,216.34236914746862,220.4310955622313,223.27007891713205
17,215.3122563610866,213.69040439860578,223.0756412115643,211.66280433755216,216.41782435968162,221.6795228804238,215.8662760487733,210.74465651898106,212.51957407267173,210.75814131305947
18,215.26509662473774,220.68591318882687,217.70424852143418,213.46832961563047,216.21928483190197,219.65568148545952,214.62808250884495,210.3266186883921,211.91798268754383,212.8878983654126
19,220.51523643822244,221.78708770898297,213.51274899484937,210.6736014798362,216.1008871192108,220.62313136119408,213.0763757234625,215.4075708747468,211.89419969137688,221.29501863404397
