,0
0,130.7271263671023
1,40.393000663204504
2,38.31529168451658
3,38.48544412044696
4,37.75424878122554
5,35.115355049876115
6,32.315419912351125
7,31.340594151370652
8,32.441364447958705
9,34.37367782773163
10,35.1015113209761
11,33.458857244030966
12,30.81737009294902
13,29.46901969403838
14,30.172713040742195
15,32.04902226979992
16,33.231257830043475
17,32.16605165218574
18,29.57993289265677
19,27.7947248675518
20,28.01161591698743
21,29.691966196226133
22,31.18111524012501
23,30.701577864841553
24,28.31668285604914
25,26.180056292153566
26,25.900729197970314
27,27.299489526160677
28,28.961793330658267
29,29.036354088306012
30,26.984264423039946
31,24.604828842749768
32,23.838896341792072
33,24.893432301375654
34,26.60528136872596
35,27.1638371186708
36,25.54456852707628
37,23.047250955199985
38,21.82184495972089
39,22.488228688056658
40,24.14294741458817
41,25.090129807777288
42,23.96348802733064
43,21.48172730970559
44,19.84234358821537
45,20.0913788366923
46,21.601728828058235
47,22.831012774950914
48,22.21405983774342
49,19.879191523442287
50,17.89092196036131
51,17.70515718987189
52,19.002130327614644
53,20.40796100468102
54,20.27879830663899
55,18.20816612536575
56,15.955943752327343
57,15.328544448810632
58,16.357713355760417
59,17.843921282789736
60,18.150461016004584
61,16.436666195820834
62,14.023097953741498
63,12.958967242763698
64,13.675836232554026
65,15.159697651529257
66,15.831012755023636
67,14.534734723047961
68,12.074620880624806
69,10.593477577511877
70,10.959283953407123
71,12.371508850824334
72,13.329084541177131
73,12.477027936301994
74,10.088737136006287
75,8.229082536755413
76,8.208370286196953
77,9.48994479206614
78,10.656618904976774
79,10.244702682981085
80,8.039818003214364
81,5.862094210772767
82,5.423067946715996
83,6.520265877693596
84,7.825524586478487
85,7.826011656298391
86,5.899526883233335
87,3.4866295886625096
88,2.604709917379836
89,3.4638020004383563
90,4.845052890165711
91,5.215439132548148
92,3.6388305293702814
93,1.0927408966933072
94,-0.2431157326175395
95,0.320197361780977
96,1.7205252920215628
97,2.4120120111709653
98,1.230928644878901
99,-1.3276277579659563
100,0.3910990622060595
101,0.9417306265275371
102,2.584791517543657
103,3.9168314120045764
104,3.4165525480967176
105,0.8086867543266152
106,-1.8558742723672452
107,-2.45133416331727
108,-1.1894740615429242
109,0.23908563731690435
110,-0.048876223154323384
111,-2.851570612287773
112,-6.3276387444723525
113,-7.688607495975518
114,-6.616025108178135
115,-4.923128463689736
116,-4.806428441566666
117,-7.565099349667747
118,-11.767663726579741
119,-14.067291056089374
120,-16.603337978895254
121,-15.054677639697587
122,-14.77865222167759
123,-17.42681187609891
124,-21.921816027791166
125,-24.703857435566462
126,-24.06219455247019
127,-21.780772698119932
128,-20.59082134068703
129,-22.379582251575513
130,-26.70936934884155
131,-30.18339338413594
132,-30.177137677378767
133,-27.88596268407366
134,-26.174118113831568
135,-27.26792365130619
136,-31.381847816589783
137,-35.55319439771192
138,-36.395249064907475
139,-34.28391003518797
140,-32.12868071031683
141,-32.50853366198818
142,-36.23362049492468
143,-40.95596057602697
144,-42.772182760554614
145,-41.03409232223245
146,-38.518788279991526
147,-38.17089060468204
148,-41.34917810312997
149,-46.421669575904716
150,-49.27931324267671
151,-48.135995294594906
152,-45.378607304834205
153,-44.30544831523723
154,-46.80478729320885
155,-51.995356578624964
156,-55.88675682369988
157,-55.57303986972637
158,-52.73847234426695
159,-50.96445477410019
160,-52.6786954781859
161,-57.744356721273746
162,-62.57773216790254
163,-63.31575636929749
164,-60.62248166684461
165,-58.2036660357645
166,-59.05146539077057
167,-63.755673986628665
168,-69.35842666382105
169,-71.32597293865547
170,-69.04426324943009
171,-66.08148226033056
172,-66.00691745672846
173,-70.13170488412648
174,-76.26527897697147
175,-79.56490557312662
176,-78.00367559424846
177,-74.65652562847107
178,-73.6336071441366
179,-76.9864086064045
180,-83.36844544670092
181,-88.00463446130077
182,-87.485931711375
183,-83.98402540274982
184,-82.02602148309175
185,-84.44303432717032
186,-90.77119797747616
187,-96.6410865215294
188,-97.46449663583603
189,-94.11164106914298
190,-91.2847313246935
191,-92.63346465882111
192,-98.60601803868931
193,-105.50569208680122
194,-107.90880049113692
195,-105.07617729151988
196,-101.51546834249086
197,-101.6985806573439
198,-107.02815829908792
199,-114.40852919511283
